,Unnamed: 0,title,author,university,link,body
463,463,SPOR Evidence Alliance ( 2017/18-2020/21 ),Marilyn T MacDonald,Dalhousie University,https://cognit.ca/en/research/project/148673, 
464,464,SPOR Evidence Alliance ( 2017/18-2020/21 ),Lisa M Keeping-Burke,University of New Brunswick,https://cognit.ca/en/research/project/148673, 
465,465,SPOR Evidence Alliance ( 2017/18-2020/21 ),Mike Paulden,University of Alberta,https://cognit.ca/en/research/project/148673, 
466,466,SPOR Evidence Alliance ( 2017/18-2020/21 ),Ivan D Florez,Universidad de Antioquia,https://cognit.ca/en/research/project/148673, 
467,467,SPOR Evidence Alliance ( 2017/18-2020/21 ),Jessie Mcgowan,University of Ottawa,https://cognit.ca/en/research/project/148673, 
468,468,SPOR Evidence Alliance ( 2017/18-2020/21 ),Jai Shah,Douglas Mental Health University Institute,https://cognit.ca/en/research/project/148673, 
469,469,SPOR Evidence Alliance ( 2017/18-2020/21 ),Melissa C Brouwers,University of Ottawa,https://cognit.ca/en/research/project/148673, 
470,470,Relative contributions of adult daughters and sons to elderly parents' care in India ( 2017/18-2018/19 ),Arjun Bedi,Erasmus University Rotterdam,https://cognit.ca/en/research/project/112493, 
471,471,Relative contributions of adult daughters and sons to elderly parents' care in India ( 2017/18-2018/19 ),Arjun Bedi,Erasmus University,https://cognit.ca/en/research/project/112493, 
472,472,"Industrial Policy in High Wage, Export-Oriented Economies: A Comparative Analysis of Automotive Manufacturing in Canada, Austria, Spain and Belgium ( 2017/18-2018/19 )",Greig Mordue,McMaster University,https://cognit.ca/en/research/project/112517, 
473,473,SPOR Evidence Alliance ( 2017/18-2020/21 ),Nancy N Baxter,St. Michael's Hospital,https://cognit.ca/en/research/project/148673, 
474,474,SPOR Evidence Alliance ( 2017/18-2020/21 ),Hervé Tchala Vignon Zomahoun,CHU de Québec-Université Laval,https://cognit.ca/en/research/project/148673, 
475,475,SPOR Evidence Alliance ( 2017/18-2020/21 ),Nancy N Baxter,St. Michael's Hospital,https://cognit.ca/en/research/project/148673, 
476,476,SPOR Evidence Alliance ( 2017/18-2020/21 ),Brenda R Hemmelgarn,University of Calgary,https://cognit.ca/en/research/project/148673, 
477,477,SPOR Evidence Alliance ( 2017/18-2020/21 ),Nancy L Young,Laurentian University,https://cognit.ca/en/research/project/148673, 
478,478,SPOR Evidence Alliance ( 2017/18-2020/21 ),Brenda R Hemmelgarn,University of Alberta,https://cognit.ca/en/research/project/148673, 
479,479,SPOR Evidence Alliance ( 2017/18-2020/21 ),Nancy N Baxter,St. Michael's Hospital,https://cognit.ca/en/research/project/148673, 
480,480,SPOR Evidence Alliance ( 2017/18-2020/21 ),Manuela Ferrari,McGill University,https://cognit.ca/en/research/project/148673, 
481,481,SPOR Evidence Alliance ( 2017/18-2020/21 ),Kednapa Thavorn,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/148673, 
482,482,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Kednapa Thavorn,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/216338, 
483,483,"Industrial Policy in High Wage, Export-Oriented Economies: A Comparative Analysis of Automotive Manufacturing in Canada, Austria, Spain and Belgium ( 2017/18-2018/19 )",Brendan Sweeney,McMaster University,https://cognit.ca/en/research/project/112517, 
484,484,Frailty assessment for older adults at points of care: Validating the electronic comprehensive geriatric assessment / frailty index (eFI-CGA) ( 2018/19-2020/21 ),Ryan C D'Arcy,Simon Fraser University,https://cognit.ca/en/research/project/182219, 
485,485,Frailty assessment for older adults at points of care: Validating the electronic comprehensive geriatric assessment / frailty index (eFI-CGA) ( 2018/19-2020/21 ),Olga Theou,Dalhousie University,https://cognit.ca/en/research/project/182219, 
486,486,Frailty assessment for older adults at points of care: Validating the electronic comprehensive geriatric assessment / frailty index (eFI-CGA) ( 2018/19-2020/21 ),Robert C McDermid,University of British Columbia,https://cognit.ca/en/research/project/182219, 
487,487,Frailty assessment for older adults at points of care: Validating the electronic comprehensive geriatric assessment / frailty index (eFI-CGA) ( 2018/19-2020/21 ),Samar Hejazi,University Hospital,https://cognit.ca/en/research/project/182219, 
488,488,SPOR Evidence Alliance ( 2017/18-2020/21 ),Manuela Ferrari,Douglas Mental Health University Institute,https://cognit.ca/en/research/project/148673, 
489,489,SPOR Evidence Alliance ( 2017/18-2020/21 ),Hervé Tchala Vignon Zomahoun,Laval University,https://cognit.ca/en/research/project/148673, 
490,490,SPOR Evidence Alliance ( 2017/18-2020/21 ),Melissa C Brouwers,McMaster University,https://cognit.ca/en/research/project/148673, 
491,491,SPOR Evidence Alliance ( 2017/18-2020/21 ),Hervé Tchala Vignon Zomahoun,McGill University Health Centre,https://cognit.ca/en/research/project/148673, 
492,492,SPOR Evidence Alliance ( 2017/18-2020/21 ),Janet E Jull,Bruyère Research Institute,https://cognit.ca/en/research/project/148673, 
493,493,SPOR Evidence Alliance ( 2017/18-2020/21 ),Manuela Ferrari,Douglas Mental Health University Institute,https://cognit.ca/en/research/project/148673, 
494,494,SPOR Evidence Alliance ( 2017/18-2020/21 ),Jai Shah,Douglas Mental Health University Institute,https://cognit.ca/en/research/project/148673, 
495,495,Theory and Analysis of Cosmic Web Observables ( 2019/20 ),Richard Bond,University of Toronto,https://cognit.ca/en/research/project/210618, 
496,496,Reorganizing the Approach to Diabetes through the Application of Registries (RADAR) ( 2015/16-2019/20 ),Dean Eurich,University of Alberta,https://cognit.ca/en/research/project/147494, 
497,497,Reorganizing the Approach to Diabetes through the Application of Registries (RADAR) ( 2015/16-2019/20 ),Jeffrey A Johnson,University of Alberta,https://cognit.ca/en/research/project/147494, 
498,498,Reorganizing the Approach to Diabetes through the Application of Registries (RADAR) ( 2015/16-2019/20 ),Sumit R Majumdar,University of Alberta,https://cognit.ca/en/research/project/147494, 
499,499,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Pat Armstrong,York University,https://cognit.ca/en/research/project/153909, 
500,500,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Hugh Armstrong,Carleton University,https://cognit.ca/en/research/project/153909, 
501,501,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Whitney B Berta,University of Toronto,https://cognit.ca/en/research/project/153909, 
502,502,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Margaret J McGregor,University of British Columbia,https://cognit.ca/en/research/project/153909, 
503,503,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Tamara Daly,York University,https://cognit.ca/en/research/project/153909, 
504,504,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Matthias Hoben,University of Alberta,https://cognit.ca/en/research/project/153909, 
505,505,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Jeff W Poss,University of Waterloo,https://cognit.ca/en/research/project/153909, 
506,506,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Susan Braedley,Carleton University,https://cognit.ca/en/research/project/153909, 
507,507,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Whitney B Berta,University of Toronto,https://cognit.ca/en/research/project/153909, 
508,508,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Ivy L Bourgeault,University of Ottawa,https://cognit.ca/en/research/project/153909, 
509,509,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Kelli I Stajduhar,University of Victoria,https://cognit.ca/en/research/project/153909, 
510,510,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Jacqueline A Choiniere,York University,https://cognit.ca/en/research/project/153909, 
511,511,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Richard G Sawatzky,Trinity Western University,https://cognit.ca/en/research/project/153909, 
512,512,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Catherine M Aubrecht,St. Francis Xavier University,https://cognit.ca/en/research/project/153909, 
513,513,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Catherine M Aubrecht,Mount Saint Vincent University,https://cognit.ca/en/research/project/153909, 
514,514,Understanding the effectiveness and underlying mechanisms of interventions for socially frailty older adults: A systematic review alongside a realist review ( 2020/21 ),Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/231284, 
515,515,"Understanding how vulnerable older adults (are new immigrants, Indigenous, have mild-to-moderate dementia or identify as LGBTQ) experience social isolation and loneliness ( 2019/20-2020/21 )",Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/215737, 
516,516,Social frailty interventions that can best support vulnerable older adults during the COVID-19 pandemic: A rapid review ( 2020/21 ),Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/232387, 
517,517,Understanding the effectiveness and underlying mechanisms of interventions for socially frailty older adults: A systematic review alongside a realist review ( 2020/21 ),Sarah E Munce,University Health Network,https://cognit.ca/en/research/project/231284, 
518,518,"Understanding how vulnerable older adults (are new immigrants, Indigenous, have mild-to-moderate dementia or identify as LGBTQ) experience social isolation and loneliness ( 2019/20-2020/21 )",Sarah E Munce,University Health Network,https://cognit.ca/en/research/project/215737, 
519,519,Social frailty interventions that can best support vulnerable older adults during the COVID-19 pandemic: A rapid review ( 2020/21 ),Sarah E Munce,University Health Network,https://cognit.ca/en/research/project/232387, 
520,520,Understanding the effectiveness and underlying mechanisms of interventions for socially frailty older adults: A systematic review alongside a realist review ( 2020/21 ),Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/231284, 
521,521,"Understanding how vulnerable older adults (are new immigrants, Indigenous, have mild-to-moderate dementia or identify as LGBTQ) experience social isolation and loneliness ( 2019/20-2020/21 )",Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/215737, 
522,522,Social frailty interventions that can best support vulnerable older adults during the COVID-19 pandemic: A rapid review ( 2020/21 ),Leigh Hayden,Sheridan College Institute of Technology and Advanced Learning,https://cognit.ca/en/research/project/232387, 
523,523,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),André Marette,Laval University,https://cognit.ca/en/research/project/181792, 
524,524,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Jonathan D Schertzer,McMaster University,https://cognit.ca/en/research/project/181792, 
525,525,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Frederic Raymond,Laval University,https://cognit.ca/en/research/project/181792, 
526,526,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Caroline K Kramer,University of Toronto,https://cognit.ca/en/research/project/181792, 
527,527,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Tony K Lam,University Health Network,https://cognit.ca/en/research/project/181792, 
528,528,Seniors- Adding Life to Years (SALTY) ( 2016/17-2019/20 ),Richard Sawatzky,Trinity Western University,https://cognit.ca/en/research/project/153909, 
529,529,The Western Interdisciplinary Drone Laboratory ( 2019/20 ),Gordon Osinski,Western University,https://cognit.ca/en/research/project/211497, 
530,530,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Melissa L Potestio,Alberta Health Services,https://cognit.ca/en/research/project/180039, 
531,531,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Salima Thawer,University of Calgary,https://cognit.ca/en/research/project/180039, 
532,532,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Salima Thawer,University of Calgary,https://cognit.ca/en/research/project/180039, 
533,533,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Peter D Faris,Alberta Health Services,https://cognit.ca/en/research/project/180039, 
534,534,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Deborah A Mcneil,Alberta Health Services,https://cognit.ca/en/research/project/180039, 
535,535,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Cynthia Weijs,University of Calgary,https://cognit.ca/en/research/project/180039, 
536,536,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Melissa L Potestio,Alberta Health Services,https://cognit.ca/en/research/project/180039, 
537,537,"Community water fluoridation and oral health: Filling knowledge gaps and strengthening surveillance using opportunities in Alberta, Canada ( 2018/19-2020/21 )",Arianna Waye,University of Alberta,https://cognit.ca/en/research/project/180039, 
538,538,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Michael G Surette,McMaster University,https://cognit.ca/en/research/project/181792, 
539,539,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Michael G Surette,McMaster University,https://cognit.ca/en/research/project/216338, 
540,540,"Qualitatives 2019 -- The Transdisciplinary Efficacy of Qualitative Methods: Studying Everyday Life, the Empirical Tradition Continues ( 2018/19 )",Jacqueline Low,University of New Brunswick,https://cognit.ca/en/research/project/184159, 
541,541,Positioning Canada as an international leader in addiction research and education to improve care and reduce costs to the health care system ( 2015/16-2020/21 ),Evan Wood,University of British Columbia,https://cognit.ca/en/research/project/147623, 
542,542,Parent engagement and ADHD risk: reciprocal relationships in early elementary school ( 2017/18-2019/20 ),Maria A Rogers,University of Ottawa,https://cognit.ca/en/research/project/113062, 
543,543,Analyse comparative de l'implantation de la stratégie d'amélioration de la qualité des «Soins aigus aux personnes âgées/Acute Care for Elders» (ACE) dans deux hôpitaux francophones de deux provinces au Canada : leçons pour la pérennisation et la mise à l'échelle ( 2017/18-2018/19 ),El Kebir Ghandour,Laval University,https://cognit.ca/en/research/project/148708, 
544,544,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),David Z Cherney,University of Toronto,https://cognit.ca/en/research/project/181792, 
545,545,Dissecting host-microbiome modifiers of type 2 diabetes risk and complications ( 2018/19 ),Jessica T Yue,University of Alberta,https://cognit.ca/en/research/project/181792, 
